"NPS","Comentario","Insight","Categoria"
"10","La cuenta nómina no tiene ninguna comisión con solo domiciliar la nómina. Incluye seguro de accidentes, descuento del 0.15% en la hipoteca y tarjeta sin cuota anual. El conjunto de beneficios supera con creces lo que me cobrarían en otros bancos por servicios equivalentes.","Cuenta nómina con amplio paquete de beneficios por vinculación","Productos"
"8","El seguro de vida que contraté de forma independiente tiene buena cobertura: capital asegurado de 300.000 euros, invalidez incluida y prima razonable. No tuve que vincularlo a ningún producto. Lo recomendaría como protección básica para una familia con hipoteca.","Satisfacción con seguro de vida contratado sin vinculaciones obligatorias","Productos"
"9","La tarjeta de crédito no tiene cuota anual y tampoco cobra por operaciones en moneda extranjera. En mis cinco viajes de este año no he pagado un solo euro en comisiones por cambio de divisa. Para alguien que viaja habitualmente es una tarjeta con un precio imbatible.","Tarjeta sin comisión anual ni por divisa ideal para clientes viajeros frecuentes","Pricing"
"10","El plan de pensiones supera todas mis expectativas. La rentabilidad anual ha sido superior al 10% en los últimos tres años. Puedo cambiar el perfil de riesgo sin penalización y las comisiones de gestión son de las más bajas del sector. El mejor producto de ahorro a largo plazo que conozco.","Alta rentabilidad y bajas comisiones en plan de pensiones","Productos"
"8","La cuenta nómina tiene condiciones muy buenas: sin comisiones, transferencias gratuitas y descuentos en seguros. Tardé veinte minutos en abrirla completamente online. El único punto negativo es que el seguro de accidentes tiene una cobertura algo limitada pero en general es un excelente producto.","Satisfacción con cuenta nómina digital con proceso de apertura ágil","Productos"
"9","La tarjeta de débito funciona perfectamente en cuarenta países sin comisión. Tengo notificaciones instantáneas de cada pago, puedo bloquearla desde la app en segundos y gestionar el límite diario yo mismo. Es la tarjeta más completa que he tenido en todos mis años como cliente bancario.","Tarjeta débito internacional completa con control total desde app","Productos"
"8","La cuenta nómina no tiene comisión de mantenimiento con solo domiciliar la nómina. Una condición muy sencilla que me da acceso a tarjeta de débito gratuita y transferencias sin coste. La mejor relación precio-valor que he encontrado en la banca tradicional.","Cuenta nómina sin comisión con condición de domiciliación sencilla y alcanzable","Pricing"
"3","El asesor me recomendó un fondo de inversión con un perfil de riesgo muy superior al mío sin advertirme. Cuando perdí dinero significativo me presentó el contrato que yo había firmado como única respuesta. Un asesoramiento irresponsable que incumple claramente la normativa MiFID.","Asesoramiento que incumple normativa MiFID al no ajustarse al perfil de riesgo del cliente","Personal"
"8","Todos mis contratos, extractos y certificados están disponibles de forma digital en la app. Puedo descargar cualquier documento de los últimos siete años en PDF. Nunca necesito llamar para pedir documentación. Esto ahorra mucho tiempo y papel. La digitalización documental es sobresaliente.","Archivo documental digital completo y accesible desde la app","Canales"
"5","El horario del servicio telefónico es de 9:00 a 21:00. Si tienes una urgencia fuera de ese horario no puedes contactar con nadie. Para bloquear una tarjeta o reportar un fraude en fin de semana hay un número de emergencias pero no sirve para nada más. Muy limitado.","Horario de atención telefónica limitado sin cobertura para urgencias generales","Canales"
"3","Los empleados de la oficina no están actualizados sobre los productos digitales del banco. Cuando pregunté por una funcionalidad de la app me dieron información que llevaba meses obsoleta. Si ellos no saben cómo funcionan sus propios productos, ¿cómo van a asesorar a los clientes?","Personal no actualizado sobre productos y funcionalidades digitales del propio banco","Personal"
"4","En los últimos dos años he tenido cinco gestores diferentes asignados. Cada cambio implica explicar toda mi situación desde cero porque nadie traspasa correctamente el histórico. Esta rotación constante hace imposible construir una relación bancaria de confianza.","Alta rotación de gestores que impide continuidad y relación de confianza","Personal"
"4","El seguro de hogar tiene un sinfín de exclusiones que no me explicaron al contratarlo. Cuando intenté reclamar por una inundación me denegaron la cobertura por un tecnicismo. Además el precio sube cada año un 15% sin mejora aparente en las condiciones. Completamente decepcionante.","Exclusiones ocultas en seguro de hogar y aumento de precio sin mejora","Productos"
"2","El director de la oficina fue muy brusco cuando presenté una reclamación formal. Me interrumpió varias veces y minimizó mi problema. Al final me remitió a enviar un email sin resolver nada. Me fui de la oficina sintiéndome humillado y sin solución.","Trato irrespetuoso del director de oficina ante reclamación formal del cliente","Personal"
"7","El chatbot resuelve perfectamente las consultas habituales: saldo, últimos movimientos, bloqueo de tarjeta o estado de una transferencia. Cuando no puede resolver algo deriva a un agente humano de forma fluida. Está disponible las 24 horas y eso tiene mucho valor.","Chatbot funcional para gestiones habituales con derivación fluida a agente","Canales"
"4","Cuando mi madre mayor fue a la oficina a hacer una gestión sencilla el empleado le habló muy rápido con jerga financiera que ella no entendía. Nadie tuvo la paciencia de explicarle las cosas despacio. El banco necesita formación en atención a clientes mayores.","Falta de adaptación en la atención a clientes mayores con menor alfabetización financiera","Personal"
"9","Contraté la hipoteca verde porque la vivienda tiene certificado energético A y me aplicaron un diferencial veinte puntos básicos menor. El ahorro a largo plazo es considerable. Además, el banco planta un árbol por cada hipoteca verde contratada. Un producto bien diseñado con impacto real.","Satisfacción con hipoteca verde y beneficio por eficiencia energética","Productos"
"5","Las videollamadas con el banco están disponibles pero hay que reservarlas con tres días de antelación mínimo. La imagen es buena pero el audio falla a veces. Para gestiones urgentes no es una opción viable. Como complemento al canal presencial cumple pero podría ser más ágil.","Videoconferencia disponible pero con limitaciones de disponibilidad y audio","Canales"
"6","El pago con el móvil funciona en la mayoría de comercios pero he tenido algunos problemas en gasolineras y parking automáticos. El proceso de configuración inicial fue algo complejo. Una vez configurado es cómodo para el día a día aunque con margen de mejora en compatibilidad.","Pago por móvil funcional con problemas de compatibilidad en algunos terminales","Canales"
"4","Cada vez que voy a la oficina o llamo me atiende una persona diferente y nadie conoce mi historial. Tengo que repetir siempre la misma información desde cero. Esta descoordinación interna hace la relación con el banco completamente impersonal y frustrante.","Descoordinación interna que obliga al cliente a repetir información en cada contacto","Personal"
"1","Al intentar hacer una transferencia urgente de 1.500 euros la plataforma online me la bloqueó sin explicación. Tardé dos días en desbloquearla. Tuve que ir a la oficina con documentación. La incidencia me generó problemas graves con el receptor del pago. Inaceptable.","Bloqueo injustificado de transferencia urgente con proceso de desbloqueo presencial","Canales"
"9","La función de presupuestador de la app clasifica automáticamente mis gastos en categorías y me muestra gráficos semanales y mensuales. Me ha ayudado a detectar gastos recurrentes que no recordaba tener. Es una herramienta de finanzas personales muy completa integrada en el banco.","Presupuestador automático en app útil para control de gastos personales","Canales"
"2","La oficina solo abre de lunes a viernes de 8:30 a 14:00. Para alguien que trabaja en esas horas es imposible ir. No tienen horario de tarde ni sábados. La única alternativa es pedir cita con semanas de antelación. El banco no se ha adaptado a los horarios reales de la vida laboral.","Horario de sucursal incompatible con jornada laboral sin alternativa de tarde o sábado","Canales"
"9","La línea de crédito para mi empresa es muy flexible: solo pago intereses sobre el importe que uso, no sobre el total disponible. Puedo disponer y devolver cuando quiero. El tipo es competitivo para el mercado actual. Es el producto de financiación más útil que tengo contratado.","Satisfacción con flexibilidad y coste de línea de crédito empresarial","Productos"
